,City,FlightNumber,FlightStatus,OriginAirport,ScheduledTime,AirLine
621,EDDS,NH 6237,Expected,Manchester,2022-06-08 07:45+02:00,ANA
622,EDDS,NH 6333,Expected,Vienna,2022-06-08 07:50+02:00,ANA
623,EDDS,NH 6719,Expected,Warsaw,2022-06-08 07:20+02:00,ANA
624,EDDS,NH 6875,CanceledUncertain,Torino,2022-06-08 07:35+02:00,ANA
625,EDDS,NH 6879,CanceledUncertain,Firenze,2022-06-08 07:55+02:00,ANA
626,EDDS,NH 6885,CanceledUncertain,Linz,2022-06-08 07:15+02:00,ANA
627,EDDS,NH 7875,CanceledUncertain,Luxembourg,2022-06-08 07:10+02:00,ANA
628,EDDS,NZ 4213,Arrived,Hong Kong,2022-06-08 07:30+02:00,Air New Zealand
629,EDDS,OS 128,Expected,Vienna,2022-06-08 07:50+02:00,Austrian
630,EDDS,OS 7227,Arrived,Graz,2022-06-08 07:45+02:00,Austrian
631,EDDS,OS 7324,Arrived,Miami,2022-06-08 07:55+02:00,Austrian
632,EDDS,OS 7422,Arrived,Tallinn,2022-06-08 07:35+02:00,Austrian
633,EDDS,OS 7430,Arrived,Goteborg,2022-06-08 07:45+02:00,Austrian
634,EDDS,QR 69,Arrived,Doha,2022-06-08 07:15+02:00,Qatar Airways
635,EDDS,SK 3617,Arrived,Copenhagen,2022-06-08 07:55+02:00,SAS
636,EDDS,SK 3626,Expected,Copenhagen,2022-06-08 07:15+02:00,SAS
637,EDDS,SK 3691,Arrived,Goteborg,2022-06-08 07:45+02:00,SAS
638,EDDS,SK 3731,Arrived,Bucharest,2022-06-08 07:55+02:00,SAS
639,EDDS,SK 9430,Expected,Vienna,2022-06-08 07:50+02:00,SAS
640,EDDS,SN 7000,Expected,Brussels,2022-06-08 07:40+02:00,Brussels
641,EDDS,SN 7066,Arrived,Goteborg,2022-06-08 07:45+02:00,Brussels
642,EDDS,SN 7084,Arrived,Vilnius,2022-06-08 07:15+02:00,Brussels
643,EDDS,SN 7116,Arrived,Kraków,2022-06-08 07:35+02:00,Brussels
644,EDDS,SN 7271,Arrived,Singapore,2022-06-08 07:05+02:00,Brussels
645,EDDS,SQ 2008,Arrived,Singapore,2022-06-08 07:05+02:00,Singapore
646,EDDS,SQ 2013,Arrived,Tallinn,2022-06-08 07:35+02:00,Singapore
647,EDDS,SQ 2018,Expected,Berlin,2022-06-08 07:45+02:00,Singapore
648,EDDS,SQ 2035,Arrived,Dresden,2022-06-08 07:15+02:00,Singapore
649,EDDS,SQ 2085,Arrived,Prague,2022-06-08 07:10+02:00,Singapore
650,EDDS,SQ 2173,Arrived,Bucharest,2022-06-08 07:55+02:00,Singapore
651,EDDS,SQ 2187,Arrived,Goteborg,2022-06-08 07:45+02:00,Singapore
652,EDDS,TG 7212,Expected,Vienna,2022-06-08 07:50+02:00,Thai Airways International
653,EDDS,TG 7610,Expected,Berlin,2022-06-08 07:45+02:00,Thai Airways International
654,EDDS,TG 7654,Expected,Barcelona,2022-06-08 07:30+02:00,Thai Airways International
655,EDDS,TG 7694,Canceled,Geneva,2022-06-08 07:30+02:00,Thai Airways International
656,EDDS,TG 7696,Expected,Brussels,2022-06-08 07:40+02:00,Thai Airways International
657,EDDS,TG 7707,Arrived,Miami,2022-06-08 07:55+02:00,Thai Airways International
658,EDDS,TG 7715,Arrived,Chicago,2022-06-08 07:20+02:00,Thai Airways International
659,EDDS,TG 7932,Expected,Munich,2022-06-08 07:15+02:00,Thai Airways International
660,EDDS,TG 7944,Expected,Hamburg,2022-06-08 07:30+02:00,Thai Airways International
661,EDDS,TK 1598,Expected,Istanbul,2022-06-08 07:15+02:00,Turkish
662,EDDS,TP 7505,Arrived,Goteborg,2022-06-08 07:45+02:00,TAP Air Portugal
663,EDDS,TP 7539,Arrived,Sofia,2022-06-08 07:35+02:00,TAP Air Portugal
664,EDDS,TP 7553,Arrived,Bucharest,2022-06-08 07:55+02:00,TAP Air Portugal
665,EDDS,TP 7681,Arrived,Hamburg,2022-06-08 07:10+02:00,TAP Air Portugal
666,EDDS,TP 7749,Arrived,Bremen,2022-06-08 07:15+02:00,TAP Air Portugal
667,EDDS,TP 7801,Arrived,Hanover,2022-06-08 07:05+02:00,TAP Air Portugal
668,EDDS,TP 7821,Arrived,Dresden,2022-06-08 07:15+02:00,TAP Air Portugal
669,EDDS,TP 7841,Arrived,Leipzig,2022-06-08 07:10+02:00,TAP Air Portugal
670,EDDS,TP 7929,Arrived,Prague,2022-06-08 07:10+02:00,TAP Air Portugal
671,EDDS,UA 6906,Expected,Istanbul,2022-06-08 07:15+02:00,United
672,EDDS,UA 8726,Arrived,Goteborg,2022-06-08 07:45+02:00,United
673,EDDS,UA 8734,Arrived,Prague,2022-06-08 07:10+02:00,United
674,EDDS,UA 8739,Arrived,Manama,2022-06-08 07:20+02:00,United
675,EDDS,UA 8800,Expected,Rome,2022-06-08 07:30+02:00,United
676,EDDS,UA 8804,Expected,Barcelona,2022-06-08 07:30+02:00,United
677,EDDS,UA 8837,Arrived,Chicago,2022-06-08 07:20+02:00,United
678,EDDS,UA 8838,Arrived,Newark,2022-06-08 07:30+02:00,United
679,EDDS,UA 8848,Arrived,Miami,2022-06-08 07:55+02:00,United
680,EDDS,UA 8919,Arrived,Baku,2022-06-08 07:40+02:00,United
681,EDDS,UA 8920,CanceledUncertain,Hamburg,2022-06-08 07:10+02:00,United
682,EDDS,UA 8987,Expected,Brussels,2022-06-08 07:40+02:00,United
683,EDDS,UA 8993,CanceledUncertain,Bremen,2022-06-08 07:15+02:00,United
684,EDDS,UA 9005,CanceledUncertain,Leipzig,2022-06-08 07:10+02:00,United
685,EDDS,UA 9006,Expected,Budapest,2022-06-08 07:10+02:00,United
686,EDDS,UA 9012,Expected,Copenhagen,2022-06-08 07:15+02:00,United
687,EDDS,UA 9032,Expected,Zurich,2022-06-08 07:45+02:00,United
688,EDDS,UA 9079,Arrived,Venice,2022-06-08 07:55+02:00,United
689,EDDS,UA 9092,Canceled,Geneva,2022-06-08 07:30+02:00,United
690,EDDS,UA 9119,Arrived,Vilnius,2022-06-08 07:15+02:00,United
691,EDDS,UA 9136,Expected,Milan,2022-06-08 07:15+02:00,United
692,EDDS,UA 9137,Arrived,Luxembourg,2022-06-08 07:10+02:00,United
693,EDDS,UA 9151,Arrived,Amman,2022-06-08 07:00+02:00,United
694,EDDS,UA 9199,Arrived,Philadelphia,2022-06-08 07:30+02:00,United
695,EDDS,UA 9206,Expected,Warsaw,2022-06-08 07:30+02:00,United
696,EDDS,UA 9265,Arrived,Copenhagen,2022-06-08 07:55+02:00,United
697,EDDS,UA 9269,Arrived,Sofia,2022-06-08 07:35+02:00,United
698,EDDS,UA 9286,Arrived,Bucharest,2022-06-08 07:55+02:00,United
699,EDDS,UA 9335,CanceledUncertain,Hanover,2022-06-08 07:05+02:00,United
700,EDDS,UA 9341,Arrived,Tallinn,2022-06-08 07:35+02:00,United
701,EDDS,UA 9353,Expected,Paris,2022-06-08 07:15+02:00,United
702,EDDS,UA 9388,Expected,Toulouse-Blagnac,2022-06-08 07:40+02:00,United
703,EDDS,UA 9397,Arrived,Dresden,2022-06-08 07:15+02:00,United
704,EDDS,UA 9460,Arrived,Kraków,2022-06-08 07:35+02:00,United
705,EDDS,UA 9468,Arrived,Wrocław,2022-06-08 07:55+02:00,United
706,EDDS,UA 9535,Arrived,Billund,2022-06-08 07:45+02:00,United
707,EDDS,UA 9541,Arrived,Graz,2022-06-08 07:45+02:00,United
708,EDDS,UA 9548,Expected,Manchester,2022-06-08 07:45+02:00,United
709,EDDS,UA 9691,Canceled,Torino,2022-06-08 07:35+02:00,United
710,EDDS,UA 9693,Arrived,Firenze,2022-06-08 07:55+02:00,United
711,EDDS,UA 989,Arrived,District of Columbia,2022-06-08 07:20+02:00,United
712,EDDS,WY 5503,Arrived,Prague,2022-06-08 07:10+02:00,Oman Air
713,EDDS,XQ 682,Arrived,Dalaman,2022-06-08 07:10+02:00,SunExpress
714,EDDS,9U 863,Arrived,Chişinău,2022-06-08 08:30+02:00,Air Moldova
715,EDDS,A3 1413,Arrived,Stockholm,2022-06-08 08:15+02:00,Aegean
716,EDDS,A3 1439,Arrived,Paris,2022-06-08 08:45+02:00,Aegean
717,EDDS,A3 1465,Arrived,Helsinki,2022-06-08 08:05+02:00,Aegean
718,EDDS,A3 1485,Arrived,Oslo,2022-06-08 08:50+02:00,Aegean
719,EDDS,A3 1499,Arrived,Warsaw,2022-06-08 08:15+02:00,Aegean
720,EDDS,AC 6215,Arrived,Vienna,2022-06-08 08:40+02:00,Air Canada
721,EDDS,AC 6340,Arrived,Brussels,2022-06-08 08:10+02:00,Air Canada
722,EDDS,AC 6845,Arrived,Geneva,2022-06-08 08:10+02:00,Air Canada
723,EDDS,AC 7356,Expected,Firenze,2022-06-08 08:25+02:00,Air Canada
724,EDDS,AC 7364,Canceled,Torino,2022-06-08 08:20+02:00,Air Canada
725,EDDS,AC 844,Arrived,Montréal,2022-06-08 08:10+02:00,Air Canada
726,EDDS,AC 846,Arrived,Vancouver,2022-06-08 08:05+02:00,Air Canada
727,EDDS,AC 9021,Arrived,Tel Aviv Yafo,2022-06-08 08:20+02:00,Air Canada
728,EDDS,AC 9023,Arrived,Budapest,2022-06-08 08:15+02:00,Air Canada
729,EDDS,AC 9037,Canceled,Milan,2022-06-08 08:40+02:00,Air Canada
730,EDDS,AC 9053,Arrived,Nápoli,2022-06-08 08:45+02:00,Air Canada
731,EDDS,AC 9064,Expected,Kraków,2022-06-08 08:40+02:00,Air Canada
732,EDDS,AC 9075,Expected,Amsterdam,2022-06-08 08:05+02:00,Air Canada
733,EDDS,AC 9092,Arrived,Helsinki,2022-06-08 08:05+02:00,Air Canada
734,EDDS,AC 9103,Expected,Goteborg,2022-06-08 08:00+02:00,Air Canada
735,EDDS,AC 9147,Expected,Bologna,2022-06-08 08:40+02:00,Air Canada
736,EDDS,AC 9155,Arrived,Rome,2022-06-08 08:55+02:00,Air Canada
737,EDDS,AC 9167,Arrived,Belgrade,2022-06-08 08:05+02:00,Air Canada
738,EDDS,AC 9179,Arrived,Madrid,2022-06-08 08:40+02:00,Air Canada
739,EDDS,AC 9188,Arrived,Gdańsk,2022-06-08 08:30+02:00,Air Canada
740,EDDS,AC 9239,Arrived,Zagreb,2022-06-08 08:15+02:00,Air Canada
741,EDDS,AC 9274,Arrived,Stockholm,2022-06-08 08:15+02:00,Air Canada
742,EDDS,AC 9276,Arrived,Oslo,2022-06-08 08:50+02:00,Air Canada
743,EDDS,AC 9278,Arrived,Munich,2022-06-08 08:00+02:00,Air Canada
744,EDDS,AC 9355,Arrived,Mumbai,2022-06-08 08:10+02:00,Air Canada
745,EDDS,AC 9372,Expected,Nice,2022-06-08 08:05+02:00,Air Canada
746,EDDS,AC 9394,Expected,Prague,2022-06-08 08:25+02:00,Air Canada
747,EDDS,AC 9397,Arrived,Nice,2022-06-08 08:30+02:00,Air Canada
748,EDDS,AC 9405,Arrived,Lyon,2022-06-08 08:55+02:00,Air Canada
749,EDDS,AC 9409,Arrived,Warsaw,2022-06-08 08:15+02:00,Air Canada
750,EDDS,AC 9420,Arrived,Hamburg,2022-06-08 08:40+02:00,Air Canada
751,EDDS,AC 9436,Arrived,Berlin,2022-06-08 08:55+02:00,Air Canada
752,EDDS,AC 9450,Arrived,District of Columbia,2022-06-08 08:10+02:00,Air Canada
753,EDDS,AC 9466,Arrived,Houston,2022-06-08 08:20+02:00,Air Canada
754,EDDS,AC 9476,Arrived,Istanbul,2022-06-08 08:15+02:00,Air Canada
755,EDDS,AC 9496,Arrived,Milan,2022-06-08 08:25+02:00,Air Canada
756,EDDS,AC 9531,Arrived,Cairo,2022-06-08 08:45+02:00,Air Canada
757,EDDS,AC 9551,Arrived,Salzburg,2022-06-08 08:20+02:00,Air Canada
758,EDDS,AC 9571,Arrived,Zurich,2022-06-08 08:00+02:00,Air Canada
759,EDDS,AC 9583,Arrived,Chennai,2022-06-08 08:25+02:00,Air Canada
760,EDDS,AC 9606,Arrived,Birmingham,2022-06-08 08:30+02:00,Air Canada
761,EDDS,AC 9635,Arrived,Marseille,2022-06-08 08:35+02:00,Air Canada
762,EDDS,AC 9636,Arrived,Berlin,2022-06-08 08:25+02:00,Air Canada
763,EDDS,AC 9655,Expected,Sofia,2022-06-08 08:00+02:00,Air Canada
764,EDDS,AZ 416,Arrived,Milan,2022-06-08 08:20+02:00,Alitalia
765,EDDS,DL 14,Arrived,Atlanta,2022-06-08 08:40+02:00,Delta Air Lines
766,EDDS,DL 86,Arrived,Detroit,2022-06-08 08:55+02:00,Delta Air Lines
767,EDDS,EN 270,Canceled,Milan,2022-06-08 08:40+02:00,Air Dolomiti
768,EDDS,EN 279,Arrived,Milan,2022-06-08 08:25+02:00,Air Dolomiti
769,EDDS,EN 8060,Expected,Graz,2022-06-08 08:30+02:00,Air Dolomiti
770,EDDS,EN 8842,Canceled,Torino,2022-06-08 08:20+02:00,Air Dolomiti
771,EDDS,EN 8852,Expected,Firenze,2022-06-08 08:25+02:00,Air Dolomiti
772,EDDS,EN 8870,Expected,Pisa,2022-06-08 08:10+02:00,Air Dolomiti
773,EDDS,ET 1565,Expected,Goteborg,2022-06-08 08:00+02:00,ET
774,EDDS,ET 1576,Expected,Prague,2022-06-08 08:25+02:00,ET
775,EDDS,ET 1599,Expected,Sofia,2022-06-08 08:00+02:00,ET
776,EDDS,ET 1670,Expected,Amsterdam,2022-06-08 08:05+02:00,ET
777,EDDS,EY 3760,Expected,Goteborg,2022-06-08 08:00+02:00,Etihad Airways
778,EDDS,EY 3766,Arrived,Budapest,2022-06-08 08:15+02:00,Etihad Airways
779,EDDS,EY 3768,Expected,Kraków,2022-06-08 08:40+02:00,Etihad Airways
780,EDDS,EY 3771,Arrived,Gdańsk,2022-06-08 08:30+02:00,Etihad Airways
781,EDDS,EY 4179,Expected,Prague,2022-06-08 08:25+02:00,Etihad Airways
782,EDDS,EY 4184,Arrived,Helsinki,2022-06-08 08:05+02:00,Etihad Airways
783,EDDS,GEC 8385,Arrived,Seoul,2022-06-08 08:07+02:00,GEC
784,EDDS,ITY 416,Arrived,Milan,2022-06-08 08:06+02:00,ITY
785,EDDS,LG 1402,Arrived,Stockholm,2022-06-08 08:15+02:00,Luxair
786,EDDS,LG 1437,Expected,Bologna,2022-06-08 08:40+02:00,Luxair
787,EDDS,LG 1479,Expected,Prague,2022-06-08 08:25+02:00,Luxair
788,EDDS,LG 1490,Arrived,Warsaw,2022-06-08 08:15+02:00,Luxair
789,EDDS,LH 1028,Expected,Paris,2022-06-08 08:30+02:00,Lufthansa
790,EDDS,LH 1051,Arrived,Paris,2022-06-08 08:45+02:00,Lufthansa
791,EDDS,LH 1058,Expected,Nice,2022-06-08 08:05+02:00,Lufthansa
792,EDDS,LH 1069,Arrived,Nice,2022-06-08 08:30+02:00,Lufthansa
793,EDDS,LH 1083,Arrived,Lyon,2022-06-08 08:55+02:00,Lufthansa
794,EDDS,LH 1091,Arrived,Marseille,2022-06-08 08:35+02:00,Lufthansa
795,EDDS,LH 1109,Arrived,Salzburg,2022-06-08 08:20+02:00,Lufthansa
796,EDDS,LH 1121,Arrived,Madrid,2022-06-08 08:40+02:00,Lufthansa
797,EDDS,LH 1193,Arrived,Zurich,2022-06-08 08:00+02:00,Lufthansa
798,EDDS,LH 1305,Arrived,Istanbul,2022-06-08 08:15+02:00,Lufthansa
799,EDDS,LH 1343,Arrived,Budapest,2022-06-08 08:15+02:00,Lufthansa
800,EDDS,LH 1353,Arrived,Warsaw,2022-06-08 08:15+02:00,Lufthansa
801,EDDS,LH 1364,Expected,Kraków,2022-06-08 08:40+02:00,Lufthansa
802,EDDS,LH 1379,Arrived,Gdańsk,2022-06-08 08:30+02:00,Lufthansa
803,EDDS,LH 1392,Expected,Prague,2022-06-08 08:25+02:00,Lufthansa
804,EDDS,LH 1405,Arrived,Zagreb,2022-06-08 08:15+02:00,Lufthansa
805,EDDS,LH 1411,Arrived,Belgrade,2022-06-08 08:05+02:00,Lufthansa
806,EDDS,LH 1455,Arrived,Tirana,2022-06-08 08:55+02:00,Lufthansa
807,EDDS,LH 1456,Expected,Sofia,2022-06-08 08:00+02:00,Lufthansa
808,EDDS,LH 1461,Arrived,Ljubljana,2022-06-08 08:30+02:00,Lufthansa
809,EDDS,LH 1547,Arrived,Sarajevo,2022-06-08 08:35+02:00,Lufthansa
810,EDDS,LH 175,Arrived,Berlin,2022-06-08 08:55+02:00,Lufthansa
811,EDDS,LH 243,Arrived,Rome,2022-06-08 08:55+02:00,Lufthansa
812,EDDS,LH 270,Canceled,Milan,2022-06-08 08:40+02:00,Lufthansa
813,EDDS,LH 279,Arrived,Milan,2022-06-08 08:25+02:00,Lufthansa
814,EDDS,LH 282,Expected,Bologna,2022-06-08 08:40+02:00,Lufthansa
815,EDDS,LH 337,Arrived,Nápoli,2022-06-08 08:45+02:00,Lufthansa
816,EDDS,LH 419,Arrived,District of Columbia,2022-06-08 08:10+02:00,Lufthansa
817,EDDS,LH 441,Arrived,Houston,2022-06-08 08:20+02:00,Lufthansa
818,EDDS,LH 45,Arrived,Berlin,2022-06-08 08:25+02:00,Lufthansa
819,EDDS,LH 5,Arrived,Hamburg,2022-06-08 08:40+02:00,Lufthansa
820,EDDS,LH 5587,Arrived,Brussels,2022-06-08 08:10+02:00,Lufthansa
821,EDDS,LH 5761,Arrived,Geneva,2022-06-08 08:10+02:00,Lufthansa
822,EDDS,LH 585,Arrived,Cairo,2022-06-08 08:45+02:00,Lufthansa
823,EDDS,LH 6,Expected,Hamburg,2022-06-08 08:00+02:00,Lufthansa
824,EDDS,LH 6331,Arrived,Vienna,2022-06-08 08:40+02:00,Lufthansa
825,EDDS,LH 6527,Arrived,Vancouver,2022-06-08 08:05+02:00,Lufthansa
826,EDDS,LH 6795,Arrived,Montréal,2022-06-08 08:10+02:00,Lufthansa
827,EDDS,LH 691,Arrived,Tel Aviv Yafo,2022-06-08 08:20+02:00,Lufthansa
828,EDDS,LH 6910,Expected,Firenze,2022-06-08 08:25+02:00,Lufthansa
829,EDDS,LH 6924,Expected,Graz,2022-06-08 08:30+02:00,Lufthansa
830,EDDS,LH 7400,Expected,Pisa,2022-06-08 08:10+02:00,Lufthansa
831,EDDS,LH 757,Arrived,Mumbai,2022-06-08 08:10+02:00,Lufthansa
832,EDDS,LH 759,Arrived,Chennai,2022-06-08 08:25+02:00,Lufthansa
833,EDDS,LH 809,Arrived,Stockholm,2022-06-08 08:15+02:00,Lufthansa
834,EDDS,LH 812,Expected,Goteborg,2022-06-08 08:00+02:00,Lufthansa
835,EDDS,LH 855,Arrived,Helsinki,2022-06-08 08:05+02:00,Lufthansa
836,EDDS,LH 865,Arrived,Oslo,2022-06-08 08:50+02:00,Lufthansa
837,EDDS,LH 877,Arrived,Bergen,2022-06-08 08:15+02:00,Lufthansa
838,EDDS,LH 900,Expected,London,2022-06-08 08:00+02:00,Lufthansa
839,EDDS,LH 928,Expected,London,2022-06-08 08:15+02:00,Lufthansa
840,EDDS,LH 93,Arrived,Munich,2022-06-08 08:00+02:00,Lufthansa
841,EDDS,LH 949,Arrived,Manchester,2022-06-08 08:50+02:00,Lufthansa
842,EDDS,LH 970,Expected,Bristol,2022-06-08 08:20+02:00,Lufthansa
843,EDDS,LH 983,Arrived,Dublin,2022-06-08 08:50+02:00,Lufthansa
844,EDDS,LH 998,Expected,Amsterdam,2022-06-08 08:05+02:00,Lufthansa
845,EDDS,LO 4734,Arrived,Lyon,2022-06-08 08:55+02:00,LOT - Polish
846,EDDS,LO 5379,Arrived,Warsaw,2022-06-08 08:15+02:00,LOT - Polish
847,EDDS,LO 5400,Expected,Kraków,2022-06-08 08:40+02:00,LOT - Polish
848,EDDS,LO 5401,Arrived,Gdańsk,2022-06-08 08:30+02:00,LOT - Polish
849,EDDS,LX 1080,Arrived,Geneva,2022-06-08 08:10+02:00,SWISS
850,EDDS,LX 4058,Arrived,Zurich,2022-06-08 08:00+02:00,SWISS
851,EDDS,MS 9009,Arrived,Cairo,2022-06-08 08:45+02:00,EgyptAir
852,EDDS,MS 9612,Arrived,Montréal,2022-06-08 08:10+02:00,EgyptAir
853,EDDS,NH 5406,Expected,Goteborg,2022-06-08 08:00+02:00,ANA
854,EDDS,NH 5410,Expected,Amsterdam,2022-06-08 08:05+02:00,ANA
855,EDDS,NH 5415,CanceledUncertain,Lyon,2022-06-08 08:55+02:00,ANA
856,EDDS,NH 5416,Expected,Nice,2022-06-08 08:05+02:00,ANA
857,EDDS,NH 5417,CanceledUncertain,Nice,2022-06-08 08:30+02:00,ANA
858,EDDS,NH 5455,CanceledUncertain,Dublin,2022-06-08 08:50+02:00,ANA
859,EDDS,NH 5460,CanceledUncertain,Tel Aviv Yafo,2022-06-08 08:20+02:00,ANA
860,EDDS,NH 5466,CanceledUncertain,Budapest,2022-06-08 08:15+02:00,ANA
861,EDDS,NH 5876,CanceledUncertain,Nápoli,2022-06-08 08:45+02:00,ANA
862,EDDS,NH 5882,CanceledUncertain,Istanbul,2022-06-08 08:15+02:00,ANA
863,EDDS,NH 5888,CanceledUncertain,Warsaw,2022-06-08 08:15+02:00,ANA
864,EDDS,NH 5889,Expected,Kraków,2022-06-08 08:40+02:00,ANA
865,EDDS,NH 6049,CanceledUncertain,Marseille,2022-06-08 08:35+02:00,ANA
866,EDDS,NH 6152,CanceledUncertain,Rome,2022-06-08 08:55+02:00,ANA
867,EDDS,NH 6160,CanceledUncertain,Helsinki,2022-06-08 08:05+02:00,ANA
868,EDDS,NH 6186,CanceledUncertain,Oslo,2022-06-08 08:50+02:00,ANA
869,EDDS,NH 6190,CanceledUncertain,Stockholm,2022-06-08 08:15+02:00,ANA
870,EDDS,NH 6197,Expected,Prague,2022-06-08 08:25+02:00,ANA
871,EDDS,NH 6205,Expected,Bologna,2022-06-08 08:40+02:00,ANA
872,EDDS,NH 6236,Expected,Manchester,2022-06-08 08:50+02:00,ANA
873,EDDS,NH 6240,Expected,Birmingham,2022-06-08 08:30+02:00,ANA
874,EDDS,NH 6244,CanceledUncertain,Zagreb,2022-06-08 08:15+02:00,ANA
875,EDDS,LH 9594,Expected,Antalya,2022-06-08 08:00+02:00,Lufthansa
876,EDDS,LH 959,Arrived,Birmingham,2022-06-08 08:30+02:00,Lufthansa
877,EDDS,LH 9520,Canceled,Torino,2022-06-08 08:20+02:00,Lufthansa
878,EDDS,NH 6763,Expected,Geneva,2022-06-08 08:10+02:00,ANA
879,EDDS,NH 6874,Canceled,Torino,2022-06-08 08:20+02:00,ANA
880,EDDS,NH 6886,Expected,Graz,2022-06-08 08:30+02:00,ANA
881,EDDS,NZ 4219,Arrived,Houston,2022-06-08 08:20+02:00,Air New Zealand
882,EDDS,OCN 8N,Unknown,Tampa,2022-06-08 08:23+02:00,OCN
883,EDDS,OS 121,Arrived,Vienna,2022-06-08 08:40+02:00,Austrian
884,EDDS,OS 7255,Arrived,Salzburg,2022-06-08 08:20+02:00,Austrian
885,EDDS,OS 7372,Arrived,Manchester,2022-06-08 08:50+02:00,Austrian
886,EDDS,OS 7440,Arrived,Helsinki,2022-06-08 08:05+02:00,Austrian
887,EDDS,OS 7456,Arrived,Madrid,2022-06-08 08:40+02:00,Austrian
888,EDDS,OS 7470,Arrived,Dublin,2022-06-08 08:50+02:00,Austrian
889,EDDS,OS 8206,Arrived,Montréal,2022-06-08 08:10+02:00,Austrian
890,EDDS,OU 5396,Arrived,Zagreb,2022-06-08 08:15+02:00,Croatia
891,EDDS,OU 5443,Arrived,Hamburg,2022-06-08 08:40+02:00,Croatia
892,EDDS,OU 5463,Arrived,Berlin,2022-06-08 08:55+02:00,Croatia
893,EDDS,OU 5939,Arrived,Montréal,2022-06-08 08:10+02:00,Croatia
894,EDDS,OU 5944,Arrived,Vancouver,2022-06-08 08:05+02:00,Croatia
895,EDDS,SK 3125,Arrived,Belgrade,2022-06-08 08:05+02:00,SAS
896,EDDS,SK 3210,Expected,Goteborg,2022-06-08 08:00+02:00,SAS
897,EDDS,SK 3221,Arrived,Zagreb,2022-06-08 08:15+02:00,SAS
898,EDDS,SK 3349,Arrived,Nápoli,2022-06-08 08:45+02:00,SAS
899,EDDS,SK 3375,Arrived,Lyon,2022-06-08 08:55+02:00,SAS
900,EDDS,SK 3393,Arrived,Chennai,2022-06-08 08:25+02:00,SAS
901,EDDS,SK 3579,Arrived,Marseille,2022-06-08 08:35+02:00,SAS
902,EDDS,SK 3611,Arrived,Stockholm,2022-06-08 08:15+02:00,SAS
903,EDDS,SK 3645,Arrived,Oslo,2022-06-08 08:50+02:00,SAS
904,EDDS,SK 9425,Arrived,Vienna,2022-06-08 08:40+02:00,SAS
905,EDDS,SN 2607,Arrived,Brussels,2022-06-08 08:10+02:00,Brussels
906,EDDS,SN 7108,Arrived,Helsinki,2022-06-08 08:05+02:00,Brussels
907,EDDS,SN 7148,Arrived,Budapest,2022-06-08 08:15+02:00,Brussels
908,EDDS,SN 7170,Arrived,Tel Aviv Yafo,2022-06-08 08:20+02:00,Brussels
909,EDDS,SN 7186,Arrived,Nápoli,2022-06-08 08:45+02:00,Brussels
910,EDDS,SN 9681,Arrived,Montréal,2022-06-08 08:10+02:00,Brussels
911,EDDS,SQ 1016,Arrived,Montréal,2022-06-08 08:10+02:00,Singapore
912,EDDS,SQ 2005,Arrived,Lyon,2022-06-08 08:55+02:00,Singapore
913,EDDS,SQ 2010,Expected,Hamburg,2022-06-08 08:00+02:00,Singapore
914,EDDS,SQ 2077,Arrived,Marseille,2022-06-08 08:35+02:00,Singapore
915,EDDS,SQ 2079,Arrived,Helsinki,2022-06-08 08:05+02:00,Singapore
916,EDDS,SQ 2096,Expected,Prague,2022-06-08 08:25+02:00,Singapore
917,EDDS,SQ 2099,Arrived,Nice,2022-06-08 08:30+02:00,Singapore
918,EDDS,SQ 2100,Expected,Nice,2022-06-08 08:05+02:00,Singapore
919,EDDS,SQ 2107,Arrived,Stockholm,2022-06-08 08:15+02:00,Singapore
920,EDDS,SQ 2114,Expected,Bologna,2022-06-08 08:40+02:00,Singapore
921,EDDS,SQ 2135,Arrived,Oslo,2022-06-08 08:50+02:00,Singapore
922,EDDS,SQ 2149,Arrived,Birmingham,2022-06-08 08:30+02:00,Singapore
923,EDDS,SQ 2171,Arrived,Dublin,2022-06-08 08:50+02:00,Singapore
924,EDDS,SQ 2186,Expected,Goteborg,2022-06-08 08:00+02:00,Singapore
925,EDDS,SQ 2207,Arrived,Berlin,2022-06-08 08:55+02:00,Singapore
926,EDDS,SQ 2213,Arrived,Ljubljana,2022-06-08 08:30+02:00,Singapore
927,EDDS,SQ 2950,Arrived,Geneva,2022-06-08 08:10+02:00,Singapore
928,EDDS,TG 5823,Arrived,Montréal,2022-06-08 08:10+02:00,Thai Airways International
929,EDDS,TG 7644,Expected,Prague,2022-06-08 08:25+02:00,Thai Airways International
930,EDDS,TG 7652,Expected,Amsterdam,2022-06-08 08:05+02:00,Thai Airways International
931,EDDS,TG 7717,Arrived,District of Columbia,2022-06-08 08:10+02:00,Thai Airways International
932,EDDS,TP 7683,Arrived,Hamburg,2022-06-08 08:40+02:00,TAP Air Portugal
933,EDDS,TP 7701,Arrived,Berlin,2022-06-08 08:25+02:00,TAP Air Portugal
934,EDDS,TP 7909,Arrived,Helsinki,2022-06-08 08:05+02:00,TAP Air Portugal
935,EDDS,TP 7967,Arrived,Budapest,2022-06-08 08:15+02:00,TAP Air Portugal
936,EDDS,TP 7995,Arrived,Zagreb,2022-06-08 08:15+02:00,TAP Air Portugal
937,EDDS,UA 8420,Arrived,Vancouver,2022-06-08 08:05+02:00,United
938,EDDS,UA 8580,Arrived,Montréal,2022-06-08 08:10+02:00,United
